farm_id,region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,sowing_date,harvest_date,total_days,yield_kg_per_hectare,sensor_id,timestamp,latitude,longitude,NDVI_index,crop_disease_status
FARM0336,North India,Soybean,34.61,6.88,25.31,160.52,88.72,9.86,None,Inorganic,69.45,2024-04-25,2024-07-30,96,4934.85,IOT6781,2024-06-03 05:00:00,20.0553,87.5865,0.8001,None
FARM0337,South India,Soybean,43.52,6.57,18.07,108.26,79.01,9.83,Manual,Organic,92.11,2024-02-04,2024-06-20,137,5075.3,IOT6025,2024-06-03 17:00:00,12.1944,85.6382,0.3643,None
FARM0338,Central USA,Cotton,12.34,6.37,31.96,88.68,45.71,8.14,Sprinkler,Mixed,5.37,2024-01-13,2024-05-15,123,2577.83,IOT1533,2024-06-07 03:00:00,12.4947,86.0256,0.6219,Moderate
FARM0339,South India,Rice,23.04,6.72,25.57,127.1,55.47,4.14,Sprinkler,Mixed,11.4,2024-03-23,2024-08-18,148,2424.96,IOT5419,2024-06-04 04:00:00,11.9339,74.0904,0.5375,None
FARM0340,East Africa,Maize,35.69,6.65,26.94,194.07,50.69,5.9,None,Inorganic,31.85,2024-04-16,2024-07-22,97,4220.55,IOT5473,2024-06-02 12:00:00,10.0793,76.2776,0.8707,None
FARM0341,East Africa,Soybean,23.09,6.32,28.06,148.62,67.69,6.89,Manual,Organic,27.39,2024-02-17,2024-05-21,94,6140.61,IOT3812,2024-06-02 04:00:00,12.6084,80.312,0.446,Moderate
FARM0342,North India,Soybean,29.04,5.81,27.06,200.97,68.99,4.54,Drip,Organic,83.16,2024-05-17,2024-09-04,110,5887.9,IOT9739,2024-06-04 03:00:00,29.8062,72.6253,0.4158,None
FARM0343,South USA,Cotton,39.79,5.62,33.15,289.34,87.43,5.07,Sprinkler,Organic,17.21,2024-05-14,2024-09-15,124,5793.88,IOT7001,2024-06-02 03:00:00,21.3618,87.5006,0.3121,None
FARM0344,Central USA,Cotton,32.7,6.33,15.43,274.92,65.53,4.97,None,Organic,55.48,2024-03-15,2024-08-06,144,3750.69,IOT6362,2024-06-07 07:00:00,12.8346,88.6391,0.6523,None
FARM0345,East Africa,Cotton,13.97,6.35,27.42,207.44,81.16,8.91,Manual,Organic,93.85,2024-01-16,2024-06-01,137,4620.19,IOT4548,2024-06-03 12:00:00,27.5878,75.5529,0.6159,None
FARM0346,East Africa,Maize,17.82,6.78,34.07,162.89,45.7,6.12,Sprinkler,Mixed,61.62,2024-04-22,2024-07-29,98,4703.69,IOT2701,2024-06-04 21:00:00,34.3305,82.1509,0.4169,None
FARM0347,South India,Cotton,43.03,7.47,29.84,77.87,66.63,4.0,Sprinkler,Inorganic,2.57,2024-02-09,2024-05-20,101,6623.36,IOT9194,2024-06-01 05:00:00,32.7069,80.6132,0.7477,Severe
FARM0348,North India,Maize,45.72,7.28,21.28,205.94,72.63,8.78,Drip,Mixed,56.9,2024-01-23,2024-05-25,123,5335.57,IOT1934,2024-06-05 15:00:00,15.9824,73.6706,0.6595,None
FARM0349,East Africa,Rice,34.3,5.9,33.51,187.39,76.7,5.26,Sprinkler,Mixed,88.28,2024-03-14,2024-07-02,110,3504.43,IOT4543,2024-06-02 08:00:00,23.687,72.2009,0.5907,None
FARM0350,South India,Maize,48.02,7.48,26.89,92.18,71.63,8.26,Sprinkler,Inorganic,69.57,2024-05-27,2024-10-20,146,6644.27,IOT3226,2024-06-06 05:00:00,32.1477,87.0498,0.6878,Mild
FARM0351,South USA,Maize,15.6,6.25,20.18,75.29,52.21,4.54,Manual,Mixed,95.81,2024-04-06,2024-08-05,121,2975.35,IOT9076,2024-06-02 03:00:00,34.4317,81.1829,0.4484,Moderate
FARM0352,North India,Maize,48.12,6.15,29.82,155.57,48.9,5.27,Drip,Inorganic,10.42,2024-05-02,2024-09-03,124,3216.96,IOT8356,2024-06-05 15:00:00,18.5889,85.1485,0.5969,None
FARM0353,South India,Wheat,30.45,6.41,20.82,172.58,46.52,5.11,Drip,Organic,70.76,2024-04-11,2024-08-09,120,3950.73,IOT5166,2024-06-01 20:00:00,14.4221,88.3066,0.8008,Mild
FARM0354,East Africa,Wheat,27.74,6.79,22.1,161.42,77.32,5.69,None,Mixed,93.49,2024-03-22,2024-07-20,120,4983.61,IOT3713,2024-06-02 20:00:00,22.5577,77.4443,0.571,None
FARM0355,North India,Rice,33.5,6.73,31.3,298.9,41.48,7.58,Drip,Organic,97.15,2024-04-24,2024-08-01,99,4782.33,IOT8963,2024-06-05 02:00:00,26.7729,75.1295,0.3214,None
FARM0356,South India,Wheat,18.79,7.35,16.74,227.18,77.22,8.24,None,Inorganic,12.97,2024-03-06,2024-07-10,126,5391.73,IOT1632,2024-06-04 01:00:00,30.6473,79.7308,0.7935,None
FARM0357,South India,Rice,43.17,6.39,27.73,228.26,41.15,9.46,Sprinkler,Mixed,45.99,2024-03-24,2024-08-11,140,4779.12,IOT9695,2024-06-07 19:00:00,31.7609,88.7569,0.5947,None
FARM0358,Central USA,Rice,43.22,6.89,24.97,206.26,80.0,7.91,Drip,Inorganic,17.65,2024-02-01,2024-05-18,107,3859.07,IOT9852,2024-06-04 11:00:00,31.7607,80.1782,0.4957,Moderate
FARM0359,South USA,Maize,31.47,6.6,27.67,224.51,56.73,8.45,Sprinkler,Inorganic,29.42,2024-03-20,2024-07-27,129,2401.56,IOT3460,2024-06-03 21:00:00,29.5776,80.1642,0.7453,Severe
FARM0360,South USA,Cotton,18.29,6.39,21.73,102.91,89.47,6.71,Drip,Mixed,39.41,2024-02-24,2024-07-08,135,6906.04,IOT1767,2024-06-03 15:00:00,27.9343,89.8359,0.5237,None
FARM0361,Central USA,Soybean,15.06,5.91,25.62,215.16,48.47,7.98,None,Organic,64.56,2024-04-12,2024-07-19,98,2726.03,IOT7413,2024-06-06 18:00:00,21.1626,84.6195,0.7209,None
FARM0362,South USA,Cotton,19.26,6.92,22.35,151.66,64.82,8.67,Drip,Inorganic,42.22,2024-03-03,2024-06-06,95,4295.06,IOT4365,2024-06-06 22:00:00,15.4596,80.6197,0.4897,None
FARM0363,Central USA,Maize,30.54,6.88,16.77,172.01,86.17,9.98,Drip,Inorganic,10.03,2024-03-10,2024-07-22,134,3150.63,IOT9829,2024-06-05 23:00:00,27.1842,75.6034,0.3999,Moderate
FARM0364,Central USA,Maize,37.97,6.47,17.31,63.78,82.93,7.21,None,Mixed,65.34,2024-04-27,2024-09-14,140,4462.74,IOT2469,2024-06-02 16:00:00,20.5412,74.7594,0.3019,None
FARM0365,Central USA,Maize,15.11,6.57,31.22,72.5,53.31,9.58,Drip,Organic,71.2,2024-01-04,2024-05-13,130,3597.29,IOT3993,2024-06-06 20:00:00,30.5977,73.3393,0.5461,Moderate
FARM0366,South India,Rice,43.92,7.01,28.12,291.2,49.1,7.76,Manual,Inorganic,16.5,2024-01-13,2024-06-10,149,5376.17,IOT8761,2024-06-07 03:00:00,29.8667,70.5201,0.4547,None
FARM0367,South India,Cotton,12.23,5.87,34.53,63.33,44.22,8.96,Drip,Organic,96.74,2024-05-05,2024-09-02,120,3178.91,IOT5775,2024-06-05 08:00:00,23.5607,76.6162,0.4507,Mild
FARM0368,South India,Maize,10.54,6.16,18.84,98.13,62.95,5.1,None,Inorganic,6.22,2024-04-27,2024-08-08,103,3170.42,IOT9225,2024-06-03 09:00:00,11.5127,75.4142,0.3536,None
FARM0369,East Africa,Cotton,18.85,6.51,30.61,113.88,68.69,8.74,Drip,Mixed,96.22,2024-05-03,2024-09-02,122,1405.48,IOT5562,2024-06-01 11:00:00,16.8506,74.4769,0.4128,Mild
FARM0370,East Africa,Maize,10.8,6.28,32.68,170.33,52.08,7.38,Manual,Inorganic,81.4,2024-03-16,2024-07-24,130,3950.11,IOT6294,2024-06-02 18:00:00,27.0893,75.0913,0.5055,None
FARM0371,North India,Cotton,34.38,6.85,15.81,87.28,67.99,5.59,None,Inorganic,60.55,2024-05-17,2024-09-09,115,3365.73,IOT3989,2024-06-04 16:00:00,30.9283,73.4583,0.7099,None
FARM0372,South India,Maize,27.27,7.3,15.34,63.22,72.65,4.26,Manual,Mixed,34.42,2024-01-01,2024-04-18,108,4795.93,IOT8384,2024-06-06 10:00:00,14.6011,79.5252,0.4067,None
FARM0373,South USA,Soybean,22.44,7.15,17.05,258.97,47.17,9.15,Sprinkler,Inorganic,66.07,2024-01-01,2024-05-07,127,2374.41,IOT8169,2024-06-07 08:00:00,34.1262,75.6162,0.6411,Moderate
FARM0374,North India,Soybean,18.89,6.66,15.66,239.37,78.79,6.17,Manual,Inorganic,64.36,2024-03-18,2024-07-17,121,5792.37,IOT6824,2024-06-02 03:00:00,34.9506,71.7802,0.8899,None
FARM0375,South USA,Wheat,20.2,6.66,15.46,269.66,57.25,5.49,Sprinkler,Mixed,12.11,2024-01-07,2024-04-13,97,3543.43,IOT4774,2024-06-06 06:00:00,26.9049,70.6047,0.5763,Severe
FARM0376,South USA,Wheat,16.53,6.3,30.53,257.36,87.24,6.92,Sprinkler,Organic,66.25,2024-01-27,2024-06-18,143,6371.04,IOT8950,2024-06-04 13:00:00,22.3788,74.0464,0.5292,None
FARM0377,Central USA,Wheat,24.61,7.42,33.32,250.3,40.22,7.83,None,Mixed,13.88,2024-01-25,2024-04-30,96,6095.35,IOT5370,2024-06-04 01:00:00,24.6831,83.2492,0.7177,None
FARM0378,East Africa,Soybean,13.44,5.58,33.03,234.97,83.76,7.24,Drip,Mixed,27.65,2024-04-14,2024-08-23,131,5325.11,IOT9009,2024-06-02 00:00:00,17.9361,77.0981,0.7049,None
FARM0379,South USA,Rice,23.38,5.6,29.76,98.72,87.96,4.95,Sprinkler,Organic,2.81,2024-02-04,2024-05-30,116,5453.82,IOT6327,2024-06-05 06:00:00,23.8403,86.4233,0.7708,None
FARM0380,East Africa,Wheat,21.0,6.52,29.97,200.78,71.08,4.87,Manual,Mixed,9.24,2024-01-18,2024-05-29,132,4716.27,IOT8665,2024-06-05 18:00:00,15.7955,71.8594,0.4577,None
FARM0381,East Africa,Soybean,17.1,5.54,31.83,51.76,62.16,9.57,Manual,Inorganic,73.12,2024-03-06,2024-06-10,96,2673.32,IOT5076,2024-06-06 11:00:00,28.5557,85.1771,0.8647,None
FARM0382,North India,Cotton,41.95,5.67,22.34,205.29,60.46,8.37,Drip,Inorganic,42.26,2024-03-11,2024-07-24,135,2976.78,IOT9855,2024-06-04 21:00:00,20.4644,89.936,0.5276,None
FARM0383,East Africa,Rice,18.16,6.42,20.41,162.25,66.39,5.0,Sprinkler,Inorganic,15.2,2024-01-17,2024-04-23,97,4510.07,IOT7048,2024-06-07 06:00:00,30.8818,79.4351,0.6635,None
FARM0384,Central USA,Cotton,35.09,7.23,21.24,127.47,59.92,9.63,Manual,Organic,8.07,2024-03-16,2024-07-27,133,5380.3,IOT3119,2024-06-05 03:00:00,18.7528,72.9817,0.6199,Moderate
FARM0385,Central USA,Cotton,20.09,6.33,18.83,173.62,69.01,6.64,None,Mixed,18.98,2024-04-22,2024-08-17,117,3260.37,IOT1830,2024-06-03 22:00:00,10.9293,82.9065,0.6771,None
FARM0386,South India,Soybean,35.25,6.2,34.43,226.65,51.93,9.26,Sprinkler,Organic,79.04,2024-04-19,2024-09-12,146,5397.5,IOT6648,2024-06-02 02:00:00,15.486,74.5301,0.7096,None
FARM0387,South India,Rice,41.02,6.03,19.32,68.38,57.05,7.48,Drip,Inorganic,85.01,2024-03-07,2024-06-12,97,2044.75,IOT2825,2024-06-06 03:00:00,10.1483,76.2859,0.663,None
FARM0388,Central USA,Maize,24.96,5.88,24.23,176.32,68.57,9.29,None,Mixed,46.03,2024-03-07,2024-07-13,128,3922.57,IOT3139,2024-06-05 14:00:00,15.5174,80.9503,0.5288,None
FARM0389,Central USA,Cotton,15.28,6.84,21.84,143.83,44.97,7.0,None,Mixed,93.91,2024-02-20,2024-06-03,104,5241.91,IOT2457,2024-06-02 09:00:00,20.5281,76.4197,0.5065,None
FARM0390,South USA,Rice,16.71,7.11,18.35,259.23,56.14,9.79,None,Organic,12.02,2024-05-21,2024-09-17,119,2767.54,IOT2549,2024-06-06 20:00:00,13.8547,84.8249,0.8317,None
FARM0391,East Africa,Cotton,42.46,7.13,25.13,84.36,53.63,5.13,Manual,Inorganic,38.51,2024-03-04,2024-07-01,119,4450.67,IOT2266,2024-06-03 22:00:00,13.4767,76.435,0.3807,Moderate
FARM0392,North India,Soybean,19.53,6.8,18.5,136.59,68.28,6.01,Sprinkler,Mixed,58.84,2024-05-19,2024-10-03,137,2366.29,IOT1193,2024-06-06 02:00:00,23.2516,72.9444,0.492,None
FARM0393,North India,Soybean,48.15,7.44,19.94,231.59,45.57,9.43,Drip,Organic,41.81,2024-04-27,2024-08-31,126,1781.01,IOT3549,2024-06-03 19:00:00,12.6703,87.1537,0.7382,None
FARM0394,South USA,Soybean,21.31,7.13,33.61,203.51,73.27,5.12,Drip,Organic,14.47,2024-02-13,2024-05-27,104,4611.23,IOT9663,2024-06-06 07:00:00,30.0617,88.79,0.8281,None
FARM0395,South USA,Soybean,44.1,5.59,33.2,163.46,88.39,6.49,None,Mixed,81.03,2024-01-01,2024-05-06,126,4180.48,IOT4340,2024-06-07 12:00:00,19.1648,78.2503,0.3316,None
FARM0396,East Africa,Cotton,24.58,5.63,15.65,61.83,53.12,7.4,Manual,Inorganic,84.79,2024-02-01,2024-06-13,133,2059.51,IOT6929,2024-06-01 20:00:00,13.9433,72.899,0.329,None
FARM0397,North India,Maize,47.96,6.13,22.05,122.01,64.07,8.44,Manual,Mixed,79.02,2024-04-17,2024-08-03,108,3819.71,IOT7803,2024-06-03 18:00:00,12.5819,88.9987,0.4307,None
FARM0398,South India,Wheat,17.81,7.21,15.21,79.85,64.1,5.28,Sprinkler,Mixed,54.91,2024-02-19,2024-06-03,105,5136.08,IOT6309,2024-06-05 18:00:00,34.6337,79.9103,0.7211,None
FARM0399,South India,Cotton,10.02,5.54,18.42,200.95,52.6,5.69,None,Mixed,11.24,2024-05-17,2024-09-21,127,4544.31,IOT6459,2024-06-02 12:00:00,11.5755,87.5039,0.3388,None
FARM0400,South India,Cotton,11.45,6.01,21.71,198.01,59.5,4.27,Sprinkler,Organic,50.84,2024-02-14,2024-05-14,90,3446.4,IOT3580,2024-06-05 08:00:00,17.2491,79.552,0.3727,None
FARM0401,South USA,Maize,49.26,7.48,17.15,152.83,71.8,9.11,Manual,Organic,78.55,2024-01-14,2024-04-20,97,3260.75,IOT3288,2024-06-04 21:00:00,18.4056,86.0667,0.7842,Mild
FARM0402,South India,Rice,15.75,6.52,24.95,209.8,42.82,6.22,Manual,Organic,75.6,2024-02-08,2024-06-17,130,4465.58,IOT3091,2024-06-01 11:00:00,27.0817,76.4144,0.6271,None
FARM0403,North India,Rice,20.92,6.4,23.93,179.22,41.1,8.07,Drip,Organic,12.85,2024-04-21,2024-09-13,145,3985.92,IOT1092,2024-06-03 03:00:00,25.565,78.8333,0.807,None
FARM0404,North India,Wheat,32.03,5.69,33.93,208.37,65.37,6.12,Drip,Organic,17.4,2024-01-22,2024-05-01,100,3295.2,IOT1807,2024-06-04 16:00:00,32.4383,83.638,0.4319,None
FARM0405,East Africa,Maize,16.49,6.61,27.35,212.89,74.3,7.4,None,Organic,97.01,2024-03-05,2024-06-08,95,1997.2,IOT9296,2024-06-04 03:00:00,34.0187,84.5277,0.3117,Severe
FARM0406,East Africa,Rice,32.38,5.78,24.4,297.45,71.55,5.78,Drip,Organic,44.97,2024-01-27,2024-05-16,110,4015.1,IOT4252,2024-06-04 09:00:00,21.8089,74.6759,0.6693,None
FARM0407,East Africa,Maize,43.55,5.57,22.77,283.48,86.13,7.69,Manual,Organic,33.59,2024-01-20,2024-05-27,128,3303.83,IOT6223,2024-06-04 03:00:00,15.4389,80.8953,0.8212,Mild
FARM0408,South USA,Cotton,35.27,7.18,22.05,289.23,83.79,4.43,None,Mixed,88.31,2024-01-07,2024-04-25,109,5213.94,IOT5697,2024-06-03 20:00:00,16.2908,85.6873,0.8891,Moderate
FARM0409,South USA,Wheat,17.41,5.63,23.41,147.8,41.85,4.46,None,Mixed,20.27,2024-04-27,2024-08-06,101,1888.85,IOT9840,2024-06-05 17:00:00,31.6221,80.757,0.406,Moderate
FARM0410,East Africa,Wheat,42.37,6.84,18.04,280.89,82.22,7.52,Sprinkler,Mixed,25.95,2024-04-04,2024-07-25,112,4212.98,IOT8768,2024-06-07 10:00:00,25.0511,83.13,0.8113,None
FARM0411,East Africa,Maize,29.74,6.54,24.59,262.98,57.55,7.24,None,Organic,51.02,2024-02-08,2024-06-23,136,1697.07,IOT4198,2024-06-05 20:00:00,25.7943,88.6134,0.3034,Moderate
FARM0412,Central USA,Rice,27.68,7.19,19.14,147.57,50.73,9.1,Sprinkler,Organic,54.02,2024-03-10,2024-06-21,103,4519.18,IOT9717,2024-06-07 01:00:00,29.8973,84.7908,0.42,None
FARM0413,South USA,Maize,13.81,6.73,27.4,67.32,75.12,4.46,Sprinkler,Inorganic,3.61,2024-05-24,2024-09-04,103,3394.15,IOT7964,2024-06-01 17:00:00,26.78,89.1043,0.4644,None
FARM0414,South India,Rice,48.99,6.22,31.43,121.45,77.46,5.06,None,Mixed,95.88,2024-03-16,2024-07-18,124,5406.98,IOT2118,2024-06-06 06:00:00,10.2562,83.1502,0.3994,None
FARM0415,South India,Maize,40.99,5.63,24.27,282.1,81.8,7.65,Sprinkler,Mixed,42.38,2024-03-05,2024-06-25,112,4505.15,IOT4259,2024-06-05 03:00:00,11.254,85.1694,0.7967,Severe
FARM0416,Central USA,Maize,20.22,7.22,29.76,88.31,79.0,6.95,Sprinkler,Organic,97.71,2024-04-25,2024-08-09,106,6648.07,IOT4073,2024-06-06 10:00:00,20.9035,72.4289,0.5185,Mild
FARM0417,Central USA,Cotton,12.19,6.59,29.01,207.49,74.64,9.87,Drip,Inorganic,41.41,2024-04-01,2024-07-27,117,3444.89,IOT7606,2024-06-02 11:00:00,27.9029,86.5948,0.5975,None
FARM0418,South USA,Soybean,12.92,5.69,19.53,264.78,71.65,8.4,Sprinkler,Mixed,18.1,2024-03-23,2024-07-30,129,5500.55,IOT7684,2024-06-05 14:00:00,16.4022,70.5601,0.8363,Severe
FARM0419,East Africa,Wheat,29.82,5.61,32.63,287.1,51.93,8.56,Sprinkler,Organic,24.49,2024-01-03,2024-05-17,135,2857.66,IOT7268,2024-06-04 12:00:00,27.1589,71.1919,0.8357,None
FARM0420,South India,Maize,33.47,5.8,24.67,74.04,71.07,6.37,Manual,Organic,44.33,2024-05-21,2024-08-20,91,3405.82,IOT1301,2024-06-06 01:00:00,21.3606,71.5801,0.771,Moderate
FARM0421,North India,Cotton,10.36,5.88,30.78,136.95,70.08,8.61,Manual,Inorganic,89.28,2024-01-25,2024-06-19,146,6704.4,IOT7292,2024-06-02 03:00:00,30.0779,88.4031,0.8747,Mild
FARM0422,South India,Maize,27.22,6.42,19.75,267.29,42.33,7.84,Manual,Mixed,75.03,2024-02-11,2024-05-26,105,1307.37,IOT9475,2024-06-05 10:00:00,11.215,74.364,0.6189,None
FARM0423,South USA,Soybean,38.93,6.39,19.4,204.01,88.56,7.17,Manual,Organic,67.96,2024-05-19,2024-09-23,127,3166.47,IOT7265,2024-06-06 07:00:00,12.268,70.2651,0.727,None
FARM0424,North India,Cotton,23.35,7.12,25.36,100.05,51.89,6.8,Manual,Inorganic,57.92,2024-02-04,2024-06-23,140,2158.41,IOT1378,2024-06-02 23:00:00,31.5288,79.3927,0.4726,Moderate
FARM0425,East Africa,Maize,17.76,6.12,21.91,287.52,71.84,5.54,Drip,Mixed,35.53,2024-02-06,2024-06-14,129,5055.27,IOT5859,2024-06-05 22:00:00,12.8509,88.6827,0.4787,Mild
FARM0426,South USA,Cotton,21.38,7.49,27.61,63.03,65.26,7.66,Drip,Organic,0.12,2024-02-06,2024-06-24,139,2048.29,IOT4752,2024-06-01 10:00:00,12.1968,73.3744,0.6324,None
FARM0427,North India,Soybean,11.64,5.92,29.76,140.02,50.96,7.52,None,Organic,96.7,2024-04-07,2024-08-04,119,2634.98,IOT6890,2024-06-03 16:00:00,22.3276,78.4297,0.3857,Mild
FARM0428,Central USA,Wheat,43.57,6.33,29.4,281.57,77.48,9.98,Drip,Organic,45.62,2024-01-05,2024-05-23,139,5018.06,IOT6647,2024-06-01 17:00:00,26.1662,76.2425,0.3401,None
FARM0429,South USA,Maize,20.11,7.07,21.55,75.29,50.6,8.23,Drip,Mixed,47.98,2024-02-16,2024-05-29,103,4513.57,IOT4938,2024-06-03 06:00:00,34.6014,81.8007,0.5787,None
FARM0430,Central USA,Soybean,44.73,7.45,33.8,166.51,73.06,8.96,Manual,Inorganic,17.08,2024-01-01,2024-05-27,147,6150.04,IOT1989,2024-06-02 14:00:00,28.132,72.9625,0.5532,Moderate
FARM0431,East Africa,Cotton,42.77,7.42,33.36,250.74,85.71,7.63,Sprinkler,Inorganic,55.05,2024-03-01,2024-07-13,134,3354.14,IOT2636,2024-06-03 17:00:00,22.711,83.5259,0.8191,None
FARM0432,South USA,Wheat,27.92,5.55,31.22,280.02,73.45,9.76,Drip,Mixed,46.34,2024-05-15,2024-08-17,94,6227.0,IOT6575,2024-06-07 16:00:00,12.4052,88.9752,0.7828,None
FARM0433,East Africa,Cotton,24.9,5.92,30.67,137.9,65.53,8.95,Drip,Inorganic,94.16,2024-01-27,2024-05-31,125,4303.94,IOT2800,2024-06-03 19:00:00,32.5401,81.6529,0.4848,None
FARM0434,Central USA,Cotton,23.82,6.07,15.41,81.42,48.37,4.59,Manual,Inorganic,87.6,2024-05-19,2024-09-11,115,1960.37,IOT2868,2024-06-01 12:00:00,16.1932,88.5597,0.4717,None
FARM0435,South India,Cotton,20.89,7.43,34.67,143.37,71.66,4.25,None,Mixed,29.38,2024-02-04,2024-05-20,106,5633.52,IOT4948,2024-06-01 16:00:00,16.6194,88.039,0.4191,None
FARM0436,North India,Maize,43.38,6.31,23.5,68.61,84.94,6.08,Manual,Organic,6.17,2024-04-14,2024-07-13,90,4368.2,IOT6552,2024-06-03 01:00:00,26.4012,78.0604,0.3186,Mild
FARM0437,South USA,Soybean,21.59,6.3,32.94,239.31,78.5,6.08,Manual,Organic,10.08,2024-02-17,2024-05-17,90,5822.67,IOT5455,2024-06-02 01:00:00,26.4201,71.8628,0.3929,None
FARM0438,North India,Wheat,44.68,5.82,21.1,121.98,43.95,4.99,None,Mixed,74.29,2024-05-19,2024-10-07,141,2007.2,IOT1129,2024-06-01 23:00:00,15.2364,75.1229,0.8141,Mild
FARM0439,East Africa,Rice,49.05,7.28,33.75,91.25,88.67,9.56,Manual,Inorganic,68.41,2024-03-02,2024-07-14,134,2757.05,IOT2726,2024-06-05 15:00:00,15.0972,84.8233,0.7718,None
FARM0440,East Africa,Maize,39.66,6.86,20.88,118.7,57.03,8.07,Manual,Mixed,8.2,2024-01-12,2024-05-11,120,2310.53,IOT8637,2024-06-05 04:00:00,34.3594,86.9633,0.8708,None
FARM0441,Central USA,Rice,13.79,6.73,29.23,96.54,55.11,8.75,Drip,Mixed,72.83,2024-04-24,2024-08-06,104,5751.15,IOT6572,2024-06-02 22:00:00,17.3276,70.8648,0.5669,Severe
FARM0442,South USA,Cotton,22.6,6.38,31.97,118.44,80.41,5.75,None,Mixed,15.2,2024-05-12,2024-09-18,129,2969.38,IOT8441,2024-06-04 03:00:00,34.557,85.0874,0.7203,None
FARM0443,South USA,Maize,27.49,5.81,18.19,259.07,85.09,9.26,Sprinkler,Inorganic,22.62,2024-01-16,2024-05-01,106,4998.37,IOT8031,2024-06-05 21:00:00,31.5727,72.2835,0.5178,None
FARM0444,North India,Rice,42.11,6.2,20.88,268.3,47.56,4.65,Drip,Mixed,1.54,2024-05-02,2024-08-17,107,4347.67,IOT7031,2024-06-01 13:00:00,24.2502,82.9731,0.7148,None
FARM0445,East Africa,Maize,28.84,7.08,18.21,292.57,60.3,8.27,Drip,Mixed,89.56,2024-03-12,2024-08-06,147,5559.44,IOT9952,2024-06-07 01:00:00,18.7015,87.0059,0.8603,None
FARM0446,East Africa,Wheat,18.51,6.93,21.6,162.18,83.71,6.29,None,Mixed,12.07,2024-05-07,2024-09-20,136,2608.64,IOT4463,2024-06-05 21:00:00,30.8661,72.7784,0.5509,Severe
FARM0447,East Africa,Wheat,17.06,7.05,26.93,207.93,55.47,6.22,None,Mixed,23.47,2024-04-10,2024-08-27,139,5949.64,IOT2194,2024-06-04 07:00:00,23.248,73.7051,0.5496,Severe
FARM0448,East Africa,Maize,23.75,7.22,15.97,90.17,61.04,8.56,None,Inorganic,29.74,2024-03-19,2024-07-27,130,4600.02,IOT9730,2024-06-05 15:00:00,29.8797,82.0924,0.3659,None
FARM0449,South USA,Cotton,15.31,7.19,26.32,189.19,79.71,7.49,None,Organic,98.62,2024-01-08,2024-05-16,129,4809.54,IOT1658,2024-06-04 15:00:00,26.49,77.5677,0.7199,None
FARM0450,North India,Soybean,25.39,6.58,34.94,296.39,44.76,5.99,Drip,Organic,96.32,2024-02-17,2024-06-27,131,4155.7,IOT9736,2024-06-05 02:00:00,25.7814,75.748,0.4514,None
FARM0451,North India,Cotton,18.33,6.5,32.32,148.29,76.06,9.1,Sprinkler,Inorganic,89.23,2024-02-16,2024-06-09,114,5315.79,IOT5057,2024-06-02 13:00:00,13.8462,81.6372,0.8174,None
FARM0452,Central USA,Maize,29.61,7.29,25.85,194.85,48.33,5.37,Drip,Organic,36.96,2024-05-06,2024-08-29,115,3746.69,IOT8730,2024-06-04 22:00:00,34.7176,85.5636,0.5891,Moderate
FARM0453,Central USA,Cotton,12.04,5.98,19.43,105.24,54.83,7.61,None,Inorganic,3.24,2024-01-07,2024-05-03,117,5556.9,IOT4921,2024-06-04 19:00:00,31.0358,81.5299,0.6516,Mild
FARM0454,South India,Soybean,35.68,7.45,33.98,145.57,51.3,5.46,None,Organic,56.0,2024-01-17,2024-05-21,125,3670.27,IOT5973,2024-06-04 14:00:00,34.7761,72.8005,0.3042,None
FARM0455,South India,Soybean,32.5,5.7,25.75,194.1,88.76,9.51,Manual,Mixed,17.76,2024-05-02,2024-08-14,104,5123.92,IOT8739,2024-06-03 03:00:00,13.4928,84.9022,0.6058,None
FARM0456,East Africa,Soybean,39.52,6.48,33.96,180.16,80.14,4.38,Drip,Inorganic,19.01,2024-05-01,2024-08-02,93,7658.0,IOT7523,2024-06-01 18:00:00,27.1655,88.9827,0.6602,None
FARM0457,South USA,Maize,12.37,7.43,33.31,174.96,49.61,5.67,Manual,Inorganic,88.12,2024-02-22,2024-07-17,146,3131.6,IOT2234,2024-06-04 02:00:00,26.977,70.19,0.7387,None
FARM0458,North India,Soybean,25.1,5.77,29.78,120.89,49.3,4.15,Manual,Organic,12.39,2024-04-03,2024-08-22,141,4637.59,IOT1518,2024-06-06 19:00:00,26.2998,88.3435,0.464,None
FARM0459,South USA,Wheat,34.12,6.48,27.99,140.09,40.15,5.69,Sprinkler,Organic,98.65,2024-01-14,2024-04-18,95,5243.1,IOT7593,2024-06-04 07:00:00,33.8794,85.6827,0.3585,Mild
FARM0460,South USA,Rice,37.29,6.72,30.5,206.61,47.53,6.66,Drip,Organic,77.95,2024-02-23,2024-07-14,142,2265.82,IOT4840,2024-06-04 00:00:00,15.046,82.7091,0.6879,None
FARM0461,East Africa,Rice,11.3,7.46,20.04,75.8,48.99,7.13,None,Mixed,33.23,2024-01-15,2024-04-14,90,1665.1,IOT7363,2024-06-03 20:00:00,17.2847,73.1907,0.521,None
